Profile,State,Exempt,Description,Status,Category,Classification,Type
Palm,Monitor,False,Establish and maintain records management policies used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Palm,Monitor,False,Establish and maintain electronic storage media management procedures.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Google,Monitor,False,Establish and maintain a record classification scheme.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Google,Monitor,False,Capture the records required by organizational compliance requirements.,Compliant,Records management,Detective,Records Management
Google,Monitor,False,Establish and maintain records management procedures used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Google,Monitor,False,Establish and maintain electronic storage media management procedures.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Google,Monitor,False,Establish and maintain records management policies used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Sony,Monitor,False,Capture the records required by organizational compliance requirements.,Compliant,Records management,Detective,Records Management
Sony,Monitor,False,Establish and maintain records management procedures used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Sony,Monitor,False,Establish and maintain a record classification scheme.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Sony,Monitor,False,Establish and maintain electronic storage media management procedures.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Sony,Monitor,False,Establish and maintain records management policies used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Intuit,Monitor,False,Establish and maintain a record classification scheme.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Intuit,Monitor,False,Establish and maintain electronic storage media management procedures.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Intuit,Monitor,False,Capture the records required by organizational compliance requirements.,Compliant,Records management,Detective,Records Management
Intuit,Monitor,False,Establish and maintain records management procedures used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Intuit,Monitor,False,Establish and maintain records management policies used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
The Eclipse Foundation,Monitor,False,Establish and maintain electronic storage media management procedures.,Compliant,Records management,Preventive,Establish/Maintain Documentation
The Eclipse Foundation,Monitor,False,Establish and maintain a record classification scheme.,Compliant,Records management,Preventive,Establish/Maintain Documentation
The Eclipse Foundation,Monitor,False,Capture the records required by organizational compliance requirements.,Compliant,Records management,Detective,Records Management
The Eclipse Foundation,Monitor,False,Establish and maintain records management procedures used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
The Eclipse Foundation,Monitor,True,Establish and maintain records management policies used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Intel,Monitor,False,Establish and maintain electronic storage media management procedures.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Intel,Monitor,False,Establish and maintain records management procedures used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Intel,Monitor,False,Capture the records required by organizational compliance requirements.,Compliant,Records management,Detective,Records Management
Intel,Monitor,False,Establish and maintain a record classification scheme.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Intel,Monitor,True,Establish and maintain records management policies used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Logitech,Monitor,False,Establish and maintain electronic storage media management procedures.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Logitech,Monitor,False,Establish and maintain records management procedures used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Logitech,Monitor,False,Capture the records required by organizational compliance requirements.,Compliant,Records management,Detective,Records Management
Logitech,Monitor,False,Establish and maintain a record classification scheme.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Logitech,Monitor,True,Establish and maintain records management policies used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Sun Microsystems,Monitor,False,Establish and maintain electronic storage media management procedures.,Compliant,Records management,Preventive,Establish/Maintain Documentation
Sun Microsystems,Monitor,False,Establish and maintain records management procedures used to manage organizational records.,Compliant,Records management,Preventive,Establish/Maintain Documentation
